business_id,prioridad,puntaje,zona,nombre,rubro,ciudad,empleados,facturacion_usd,web,linkedin,instagram_buscar,biblioteca_anuncios,notas,descripcion
3e4c96cbc984c4e2ec638044ebbc725a,A,65,RM,Motion Center,Fitness / Wellness / Estética,lo barnechea,51-200,10M-25M,https://motioncenter.cl,https://www.linkedin.com/company/motioncenter,https://www.instagram.com/explore/search/keyword/?q=Motion%20Center,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Motion%20Center,,"Te invitamos a conocer una nueva forma de poner a tu salud como prioridad. Entregamos servicios personalizados y acorde a tus objetivos, basados en parametros cientificos."
0134e965face87c221b1dff9310dd14c,A,65,RM,Bar Liguria Ltda.,Gastronomía,santiago,51-200,10M-25M,https://liguria.cl,https://www.linkedin.com/company/bar-liguria-ltda,https://www.instagram.com/explore/search/keyword/?q=Bar%20Liguria%20Ltda.,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Bar%20Liguria%20Ltda.,,"Bar Restaurant. Desde 1990 ofreciendo comida rica, suculentos sanguches y platos chilenos, entre otro. Gran variedad de vinos y licores."
b74361b39fdbe53669a4e61c788b1d0c,A,65,RM,Baziani,Moda / Retail,santiago,51-200,10M-25M,https://baziani.cl,https://www.linkedin.com/company/baziani,https://www.instagram.com/explore/search/keyword/?q=Baziani,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Baziani,,
a73b5b49bc0730dc8a9a3ff45c3c57a7,A,65,RM,Sakura,Gastronomía,santiago,51-200,10M-25M,https://sakura.cl,https://www.linkedin.com/company/sakura-express,https://www.instagram.com/explore/search/keyword/?q=Sakura,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Sakura,,"Con mas de 28 anos de trayectoria, Sakura ha llevado la excelencia del sushi al dia a dia de las personas. Combinamos ingredientes frescos, recetas originales y una dedicacion constante al sabor, manteniendo la calidad que nos distingue. Hoy seguimos creciendo y reafirmando un proposito que nos acom"
f305fe06ef5d92e1aeaf21b3978fea79,A,64,RM,Praxis Servicios de Salud a Empresas,Fitness / Wellness / Estética,las,11-50,5M-10M,,https://www.linkedin.com/company/praxispa,https://www.instagram.com/explore/search/keyword/?q=Praxis%20Servicios%20de%20Salud%20a%20Empresas,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Praxis%20Servicios%20de%20Salud%20a%20Empresas,SIN WEB PROPIA — necesidad evidente,"Praxis Salud y Praxis Spa ofrecen soluciones integrales de salud, bienestar y autocuidado para empresas en todo Chile. Nuestro objetivo es mejorar la calidad de vida de los colaboradores mediante programas preventivos que promueven entornos laborales mas sanos, productivos y equilibrados. Contamos c"
65a062d46d02d4af32e7beca1756ef98,A,64,RM,Kinesic Lab,Fitness / Wellness / Estética,san miguel,11-50,5M-10M,https://wa.me,https://www.linkedin.com/company/kinesic-lab,https://www.instagram.com/explore/search/keyword/?q=Kinesic%20Lab,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Kinesic%20Lab,SIN WEB PROPIA — necesidad evidente,SOMOS PROFESIONALES DE LA SALUD ESPECIALISTAS EN LA PRESCRIPCION DE EJERCICIO. TRABAJAMOS ARDUAMENTE EN CONSEGUIR QUE NUESTROS PACIENTES SE SUMERGAN EN UN MUNDO QUE BUSCA MEJORAR LA SALUD Y LOS ESTILOS DE VIDA. NOS ASEGURAMOS DE BRINDAR EXPERIENCIAS DE SERVICIO UNICAS Y EXCLUSIVAS DE LA MANO DEL EJE
9cdbc83680065affe90b3d4a9a988365,A,64,RM,Skóra,Moda / Retail,las condes,11-50,5M-10M,,https://www.linkedin.com/company/skoramodaintima,https://www.instagram.com/explore/search/keyword/?q=Sk%C3%B3ra,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Sk%C3%B3ra,SIN WEB PROPIA — necesidad evidente,"Skora fue fundada en 2018 cuando lanzamos la primera coleccion de lenceria ,lo cual nos impulso al diseno y desarrollo de nuevas lineas de productos. Actualmente contamos con una linea de lenceria,bikinis, pijamas y accesorios para el cabello. La confianza y empoderamiento que obtiene cada mujer al "
3ddef5a24ecc6239f2a2e3d09f6f147e,A,64,RM,Tecnoeco,Fitness / Wellness / Estética,santiago,11-50,5M-10M,,https://www.linkedin.com/company/tecnoecochile,https://www.instagram.com/explore/search/keyword/?q=Tecnoeco,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Tecnoeco,SIN WEB PROPIA — necesidad evidente,Servicios de Ecografias en Centros Medicos y Clinicas. Atencion domiciliaria
9c0bf7fb9f24b7e96ce790f37bbf8ac1,A,60,RM,Redental,Centro médico / Clínica,providencia,51-200,10M-25M,https://redental.cl,https://www.linkedin.com/company/redental,https://www.instagram.com/explore/search/keyword/?q=Redental,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Redental,,"Aumenta los beneficios a tus trabajadores, con un convenio gratuito y de alto impacto. +40 anos trabajando con grandes y pequenas empresas. Somos expertos en convenios. Si tienes un seguro colectivo dental, contamos con reembolso en linea pagas solo el copago! Desde nuestros inicios hemos querido br"
b0e5b44117c5462238ea5c7ac289343f,A,60,RM,Outlife,Entretención / Recreación,santiago,51-200,10M-25M,https://outlife.cl,https://www.linkedin.com/company/outlife1,https://www.instagram.com/explore/search/keyword/?q=Outlife,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Outlife,,"Somos un equipo multidisciplinario especializado en el desarrollo y administracion de espacios outdoors. Creemos en la vida al aire libre. Buscamos poner en valor la riqueza natural de los lugares, creando comunidad en torno a la vida al aire libre, la practica del deporte y el cuidado de la natural"
e745a282f2f71deaa4018bd9bc74f0ee,A,60,RM,Auditron Chile S.A.,Centro médico / Clínica,providencia.,51-200,10M-25M,https://auditron.cl,https://www.linkedin.com/company/auditronchile,https://www.instagram.com/explore/search/keyword/?q=Auditron%20Chile%20S.A.,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Auditron%20Chile%20S.A.,,"Auditron | Soluciones Auditivas Profesionales en Chile Somos lideres a nivel nacional en Otorrinolaringologia y Audiologia, con un portafolio integral que incluye:  Audifonos clinicos y pediatricos  Equipos de diagnostico (audiometros, impedanciometros, emisiones otoacusticas, potenciales evocados) "
dd145b4d5bb156b986e292600c1db3a5,A,60,RM,O&E Dental,Centro médico / Clínica,santiago,51-200,10M-25M,https://oyedental.cl,https://www.linkedin.com/company/clínica-ortodoncia-&-estética,https://www.instagram.com/explore/search/keyword/?q=O%26E%20Dental,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=O%26E%20Dental,,"Con mas de 10 anos en el mercado, Ortodoncia & Estetica es una red de clinicas dentales que otorga servicios odontologicos especializados, contribuyendo a resolver con excelencia la salud oral sus pacientes. En sus comodas instalaciones, atienden mas de 160 profesionales de diversas areas, quienes c"
96821c1742b009b5f38caad9a533d63c,A,60,RM,Unidad Medicina Reproductiva Clínica MEDS,Centro médico / Clínica,lo barnechea,51-200,10M-25M,https://meds.cl,https://www.linkedin.com/company/umrmeds,https://www.instagram.com/explore/search/keyword/?q=Unidad%20Medicina%20Reproductiva%20Cl%C3%ADnica%20MEDS,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Unidad%20Medicina%20Reproductiva%20Cl%C3%ADnica%20MEDS,,"Mas de 30 anos ayudando a cumplir el sueno de ser Nuestra mision es entregar a las personas con o sin diagnostico de infertilidad, la medicina del mas alto nivel para concebir un hijo, respetando su individualidad, creencias y orientacion sexual."
dbc7949156ea12eadf55988b28077496,A,60,RM,Stadio Italiano,Entretención / Recreación,las condes,51-200,10M-25M,https://stadioitaliano.cl,https://www.linkedin.com/company/stadio-italiano,https://www.instagram.com/explore/search/keyword/?q=Stadio%20Italiano,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Stadio%20Italiano,,"Italia nos une, Stadio nos reune. Deporte, cultura, recreacion, gastronomia y vida social. Somos una Corporacion de Derecho Privado, sin fines de lucro cuya finalidad es mantener unidos a los italianos y sus descendientes a traves de actividades culturales, deportivas, sociales y recreativas. Mientr"
c6b3083695be0bb68dc5ac5945091517,A,60,RM,Medcorp S.A.,Centro médico / Clínica,santiago,51-200,10M-25M,https://medcorp.cl,https://www.linkedin.com/company/medcorp-s-a,https://www.instagram.com/explore/search/keyword/?q=Medcorp%20S.A.,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Medcorp%20S.A.,,"Distribuidor autorizado en Chile de GCAesthetics, PMT Corporation, GalaFlex, ExaShape, Flex HD, Marena, NewGel+, Faga Medical, Stille, Wells Johnson, 3M VAC, Samyang, Auxein y Lifescan."
0325022f1e4fb4081a8ab4a2781fa0c8,A,60,Valparaíso,Caimi SAC,Moda / Retail,valparaiso,51-200,10M-25M,https://caimi.cl,https://www.linkedin.com/company/caimi-s-a-c,https://www.instagram.com/explore/search/keyword/?q=Caimi%20SAC,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Caimi%20SAC,,"Aspiramos a trabajar de la mano con nuestros clientes, poniendo a su disposicion todo nuestro espiritu de innovacion y profundo respeto por la vida, creando productos cuidadosos con el medio ambiente y la vida animal, de alta performance tecnica y alineados con las tendencias mundiales. Buscamos ten"
07f277d11385acb7043f5dd463eb2c20,A,60,RM,Clínica Las Mercedes,Centro médico / Clínica,melipilla,51-200,10M-25M,https://clinicalasmercedes.cl,https://www.linkedin.com/company/clínica-las-mercedes,https://www.instagram.com/explore/search/keyword/?q=Cl%C3%ADnica%20Las%20Mercedes,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Cl%C3%ADnica%20Las%20Mercedes,,"Somos la primera clinica dental dirigida por dentistas tituladas de la Pontificia Universidad Catolica de Chile. Nuestros tratamientos estan orientados a ninos, adultos y pacientes de la tercera edad. Contamos con la acreditacion de la SEREMI de Salud Metropolitana, tanto para el funcionamiento de l"
e6c08265ea9f7020eab61f31d19ef675,B,57,Sin dato,CLÍNICA EL BOSQUE,Centro médico / Clínica,sin dato,51-200,10M-25M,,https://www.linkedin.com/company/clínica-el-bosque,https://www.instagram.com/explore/search/keyword/?q=CL%C3%8DNICA%20EL%20BOSQUE,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=CL%C3%8DNICA%20EL%20BOSQUE,SIN WEB PROPIA — necesidad evidente,Especialistas en lnfancia y Adolescencia.
ff5dd958097694802a2deba9c7aa7461,B,57,Sin dato,Clinica Puerto Varas Spa.,Centro médico / Clínica,sin dato,51-200,10M-25M,,https://www.linkedin.com/company/clinica-alemana-puerto-varas,https://www.instagram.com/explore/search/keyword/?q=Clinica%20Puerto%20Varas%20Spa.,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Clinica%20Puerto%20Varas%20Spa.,SIN WEB PROPIA — necesidad evidente,"Clinica Alemana Puerto Varas is a Medical Practice company located in Volcan Tulapalca 1870, Villa Sol de Oriente, Puerto Montt, Los Lagos Region, Chile."
38b714728019027fc0169e01e4a625e6,B,55,Valparaíso,Saludtech,Centro médico / Clínica,valparaíso,51-200,10M-25M,https://saludtech.cl,https://www.linkedin.com/company/saludtech,https://www.instagram.com/explore/search/keyword/?q=Saludtech,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Saludtech,,La primera clinica digital con proposito social en Chile.
21fa65618813d5a0e6fe5aa47abbb401,B,55,Valparaíso,Clinica los Leones,Centro médico / Clínica,calera,51-200,10M-25M,https://clinicalosleones.cl,https://www.linkedin.com/company/clinica-los-leones,https://www.instagram.com/explore/search/keyword/?q=Clinica%20los%20Leones,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Clinica%20los%20Leones,,"Clinica los Leones is a medical practice company based out of Almirante Latorre 98 , La Calera, Calera, Chile."
a49fdf5b8e2b336bf83f9072d04f6874,B,55,Valparaíso,SPORTS - Medicina Deportiva,Centro médico / Clínica,viña del mar valparíso,51-200,10M-25M,https://sportsmd.cl,https://www.linkedin.com/company/sports-medicina-deportiva,https://www.instagram.com/explore/search/keyword/?q=SPORTS%20-%20Medicina%20Deportiva,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=SPORTS%20-%20Medicina%20Deportiva,,"SPORTS es el primer centro especializado en medicina deportiva de la V Region de Valparaiso. Con 6 sedes ubicadas en Vina del Mar, Concon, Villa Alemana y Valparaiso, contamos con un equipo multidisciplinario de medicos y profesionales dedicados a la prevencion, diagnostico y tratamiento integral de"
e930429cef48e26a15d95ca10915f01e,B,53,RM,Sokobox,Farmacia / Salud retail,santiago,51-200,10M-25M,https://sokobox.cl,https://www.linkedin.com/company/sokobox,https://www.instagram.com/explore/search/keyword/?q=Sokobox,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Sokobox,,"Sokobox is a leading lifestyle brand with roots in Korean beauty and a passion for bringing innovative, high-quality products to its community. Over the past six years, weve grown to offer skincare, haircare, and beyond, curating experiences that celebrate self-care and personal expression. With a d"
9dc70165585551754232342d5534c1cd,B,53,Otra región,Vitalmedica Centro Médico,Fitness / Wellness / Estética,antofagasta,51-200,10M-25M,https://vitalmedica.cl,https://www.linkedin.com/company/vitalmedica,https://www.instagram.com/explore/search/keyword/?q=Vitalmedica%20Centro%20M%C3%A9dico,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Vitalmedica%20Centro%20M%C3%A9dico,,VitalMedica es un Centro Medico Ambulatorio de 1200 metros cuadrados que esta ubicado en la Ciudad de Antofagasta. Vitalmedica cuenta con cuatro unidades como: Unidad de Imagenologia :: Unidad Metabolica :: Unidad Neurologica y Unidad de Medicina Fisica y Rehabilitacion unica en la region. Vitalmedi
407d46ebc664533b393bc4e5209026cc,B,52,RM,Amanda - Salud,Fitness / Wellness / Estética,las condes,11-50,5M-10M,https://amanda-salud.com,https://www.linkedin.com/company/amanda-salud,https://www.instagram.com/explore/search/keyword/?q=Amanda%20-%20Salud,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Amanda%20-%20Salud,,"Estamos cambiando el modelo tradicional de acceso a la salud. Buscamos hacer mas facil la vida de las personas Conectando a personas que requieran una atencion de salud presencial de calidad en la comodidad, tranquilidad y seguridad de su hogar a un Click , con los mejores Profesionales de la Salud "
ec3691205cca82aea80c32637784c469,B,52,RM,Made Esthetic,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://madesthetic.com,https://www.linkedin.com/company/made-esthetic,https://www.instagram.com/explore/search/keyword/?q=Made%20Esthetic,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Made%20Esthetic,,"Made Esthetic es un nuevo concepto en Cirugia Plastica Estetica y Wellness. Nuestro equipo de Cirujanos Plasticos Acreditados esta preparado para entregarte la mejor experiencia quirurgica y los mejores resultados. Contamos con profesionales especialistas y altamente capacitados, enfocados en que tu"
629d1ca6fe8eb22d49035cfec8727515,B,52,RM,Gnomo,Moda / Retail,las condes,11-50,5M-10M,https://gnomowear.cl,https://www.linkedin.com/company/gnomowear,https://www.instagram.com/explore/search/keyword/?q=Gnomo,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Gnomo,,"Fundada el ano 2014 por Carlos Scheiding, Jose Ignacio Vasquez y Fernando Varas Gnomo es una marca de Ropa Outdoor con base en Santiago de Chile, especialmente influenciada por la Patagonia Chilena. Gnomo es reconocida por su compromiso en la calidad de sus productos y accesorios y aporte a la refor"
66effac940c169a65299ca9c24c4bccd,B,52,RM,KINEGUN,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://kinegun.cl,https://www.linkedin.com/company/kinegun-com,https://www.instagram.com/explore/search/keyword/?q=KINEGUN,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=KINEGUN,,"En CGL Medicals - Kinegun.cl, nos dedicamos a integrar tecnologia y ciencia para mejorar la salud y el bienestar. Nuestro compromiso con la innovacion nos impulsa a desarrollar dispositivos de electromedicina que marcan la diferencia en la vida de nuestros clientes. Creemos en el poder del emprendim"
ade66792c61e31117cce3cba3232254b,B,52,RM,HANU,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://hanufit.com,https://www.linkedin.com/company/hanu-fit,https://www.instagram.com/explore/search/keyword/?q=HANU,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=HANU,,"HANU es un Ecosistema Digital de Bienestar y Salud Preventiva disenado para ayudar a las personas a desarrollar habitos saludables con el objetivo de mejorar su salud y bienestar integral. Ofrecemos contenidos de bienestar con foco en salud fisico-nutricional, bienestar mental-emocional y bienestar "
e0182216fd164c950454ede7253b7da5,B,52,RM,NewScience,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://newsciencestore.com,https://www.linkedin.com/company/newscience,https://www.instagram.com/explore/search/keyword/?q=NewScience,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=NewScience,,"Newscience is a Chilean privately held company founded in 1995 to deliver the highest quality value proposition in the area of healthy eating. In 2009 the unit of nutraceuticals and functional foods is opened, which today the most important area of the company. New Science's mission is to market and"
999acddb3d35639d924574d353b30466,B,52,RM,Happ Chile,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://happlabs.cl,https://www.linkedin.com/company/happ-chile,https://www.instagram.com/explore/search/keyword/?q=Happ%20Chile,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Happ%20Chile,,Programa de salud preventiva para tus colaboradores y tu empresa. Prevenir es clave para mejorar su vida.
ab8ef7c01986fb41a9387cd1d994af5e,B,52,RM,Tienda Voce,Moda / Retail,providencia,11-50,5M-10M,https://tiendavoce.cl,https://www.linkedin.com/company/tienda-voce,https://www.instagram.com/explore/search/keyword/?q=Tienda%20Voce,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Tienda%20Voce,,"Tienda Voce es una marca de moda especializada en calzado femenino, que combina diseno, confort y tendencia para mujeres reales y activas. Trabajamos con marcas brasilenas reconocidas, seleccionadas por su calidad, tecnologias de ultra confort y diseno contemporaneo. Cada par esta pensado para acomp"
96da613e56833cd25885f3fb1e2d0aa0,B,52,RM,RULOS CHILE SPA,Cosmética / Skincare,santiago,11-50,5M-10M,https://rulos.cl,https://www.linkedin.com/company/rulos-chile-spa,https://www.instagram.com/explore/search/keyword/?q=RULOS%20CHILE%20SPA,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=RULOS%20CHILE%20SPA,,"Creemos en las cosas simples y transparentes, y por esto nuestra busqueda de marcas es especial. No nos limitamos a marcas convencionales, vamos mas alla y elegimos marcas que compartan nuestra filosofia, marcas definidas por su calidad y la etica de sus creadores, marcas autenticas y originales, ma"
8ba5604bf6b10b8b7354170a6b9f4839,B,52,RM,Lolita LPK,Moda / Retail,santiago,11-50,5M-10M,https://lpk.cl,https://www.linkedin.com/company/lolita-lpk,https://www.instagram.com/explore/search/keyword/?q=Lolita%20LPK,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Lolita%20LPK,,"Lolita LPK es una marca chilena de moda femenina que celebra la elegancia cotidiana. Disenamos prendas modernas y versatiles con materiales de calidad y un calce pensado para realzar la silueta femenina con naturalidad. Creamos para mujeres seguras, autenticas y conscientes de su propio estilo hace "
174e3f6550dd7a3a0f415b08e9829c61,B,52,RM,Makana,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://makana.cl,https://www.linkedin.com/company/makanacl,https://www.instagram.com/explore/search/keyword/?q=Makana,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Makana,,"Promoting corporate wellness through technology, making an impact in the quality of life of workers."
2f6dc67220fe53a678a92096c4916cdc,B,52,RM,Bioplus SpA,Fitness / Wellness / Estética,santiago,11-50,5M-10M,https://bioplus.cl,https://www.linkedin.com/company/bioplus-spa,https://www.instagram.com/explore/search/keyword/?q=Bioplus%20SpA,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Bioplus%20SpA,,"Importacion y distribucion de equipamiento medico, suplementos alimentarios e insumos medicos. Somos un equipo multidisciplinario cuya mision es poder entregar a la comunidad herramientas para poder disfrutar de una vida sana."
9a46ed5928c4220a0411ea3d06c5a36a,B,52,RM,LGND BRAND,Moda / Retail,santiago,11-50,5M-10M,https://lgnd.cl,https://www.linkedin.com/company/lgnd-brand,https://www.instagram.com/explore/search/keyword/?q=LGND%20BRAND,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=LGND%20BRAND,,"LGND BRAND es una marca de vestuario y accesorios fundada en 2019, enfocada en el diseno de piezas contemporaneas que combinan estetica, funcionalidad y alta calidad. La marca desarrolla productos pensados para el dia a dia, incluyendo una linea de ropa deportiva altamente estetica y versatil, disen"
791e99ca18c8f04976bd59b2043d91e1,B,52,RM,Totto Chile,Moda / Retail,santiago,11-50,5M-10M,https://totto.com,https://www.linkedin.com/company/totto-chile,https://www.instagram.com/explore/search/keyword/?q=Totto%20Chile,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=CL&q=Totto%20Chile,,"Somos una multinacional de moda lider en Latinoamerica que ofrece la mas sofisticada variedad y tecnologia en maletines, morrales, mochilas, bolsos, ropa y accesorios. Nuestros disenos estan pensados para adaptarse y satisfacer las necesidades de nuestros clientes de forma original, comoda y versati"
